state,county,candidate,Party,votes,won
Arkansas,Sevier County,Donald Trump,R,3884,True
Arkansas,Sevier County,Joe Biden,D,1116,False
Arkansas,Sharp County,Donald Trump,R,5938,True
Arkansas,Sharp County,Joe Biden,D,1398,False
Arkansas,Stone County,Donald Trump,R,4616,True
Arkansas,Stone County,Joe Biden,D,1180,False
Arkansas,Bradley County,Donald Trump,R,2335,True
Arkansas,Bradley County,Joe Biden,D,1214,False
Arkansas,Union County,Donald Trump,R,10478,True
Arkansas,Union County,Joe Biden,D,5584,False
Arkansas,Van Buren County,Donald Trump,R,6034,True
Arkansas,Van Buren County,Joe Biden,D,1593,False
Arkansas,Washington County,Donald Trump,R,47504,True
Arkansas,Washington County,Joe Biden,D,43824,False
Arkansas,White County,Donald Trump,R,24182,True
Arkansas,White County,Joe Biden,D,5978,False
Arkansas,Woodruff County,Donald Trump,R,1543,True
Arkansas,Woodruff County,Joe Biden,D,856,False
Arkansas,Yell County,Donald Trump,R,5226,True
Arkansas,Yell County,Joe Biden,D,1284,False
Arkansas,Calhoun County,Donald Trump,R,1636,True
Arkansas,Calhoun County,Joe Biden,D,479,False
Arkansas,Carroll County,Donald Trump,R,7424,True
Arkansas,Carroll County,Joe Biden,D,4023,False
Arkansas,Chicot County,Joe Biden,D,2260,True
Arkansas,Chicot County,Donald Trump,R,1752,False
California,Fresno County,Joe Biden,D,193025,True
California,Fresno County,Donald Trump,R,164464,False
California,Glenn County,Donald Trump,R,7063,True
California,Glenn County,Joe Biden,D,3995,False
California,Humboldt County,Joe Biden,D,44768,True
California,Humboldt County,Donald Trump,R,21770,False
California,Imperial County,Joe Biden,D,34678,True
California,Imperial County,Donald Trump,R,20847,False
California,Inyo County,Joe Biden,D,4634,True
California,Inyo County,Donald Trump,R,4620,False
California,Kern County,Donald Trump,R,164484,True
California,Kern County,Joe Biden,D,133366,False
California,Kings County,Donald Trump,R,24072,True
California,Kings County,Joe Biden,D,18699,False
California,Lake County,Joe Biden,D,14941,True
California,Lake County,Donald Trump,R,13123,False
California,Lassen County,Donald Trump,R,8970,True
California,Lassen County,Joe Biden,D,2799,False
California,Los Angeles County,Joe Biden,D,3028885,True
California,Los Angeles County,Donald Trump,R,1145530,False
California,Alameda County,Joe Biden,D,617659,True
California,Alameda County,Donald Trump,R,136309,False
California,Madera County,Donald Trump,R,29378,True
California,Madera County,Joe Biden,D,23168,False
California,Marin County,Joe Biden,D,128288,True
California,Marin County,Donald Trump,R,24612,False
California,Mariposa County,Donald Trump,R,5950,True
California,Mariposa County,Joe Biden,D,4088,False
California,Mendocino County,Joe Biden,D,28782,True
California,Mendocino County,Donald Trump,R,13267,False
California,Merced County,Joe Biden,D,48991,True
California,Merced County,Donald Trump,R,39397,False
California,Modoc County,Donald Trump,R,3109,True
California,Modoc County,Joe Biden,D,1150,False
California,Mono County,Joe Biden,D,4013,True
California,Mono County,Donald Trump,R,2513,False
California,Monterey County,Joe Biden,D,113953,True
California,Monterey County,Donald Trump,R,46299,False
California,Napa County,Joe Biden,D,49817,True
California,Napa County,Donald Trump,R,20676,False
California,Nevada County,Joe Biden,D,36359,True
California,Nevada County,Donald Trump,R,26779,False
California,Alpine County,Joe Biden,D,476,True
California,Alpine County,Donald Trump,R,244,False
California,Orange County,Joe Biden,D,814009,True
California,Orange County,Donald Trump,R,676498,False
California,Placer County,Donald Trump,R,122488,True
California,Placer County,Joe Biden,D,106869,False
California,Plumas County,Donald Trump,R,6445,True
California,Plumas County,Joe Biden,D,4561,False
California,Riverside County,Joe Biden,D,527945,True
California,Riverside County,Donald Trump,R,448702,False
California,Sacramento County,Joe Biden,D,440808,True
California,Sacramento County,Donald Trump,R,259405,False
California,San Benito County,Joe Biden,D,17628,True
California,San Benito County,Donald Trump,R,10590,False
California,San Bernardino County,Joe Biden,D,455859,True
California,San Bernardino County,Donald Trump,R,366257,False
California,San Diego County,Joe Biden,D,964650,True
California,San Diego County,Donald Trump,R,600094,False
California,San Francisco County,Joe Biden,D,378156,True
California,San Francisco County,Donald Trump,R,56417,False
California,San Joaquin County,Joe Biden,D,161137,True
California,San Joaquin County,Donald Trump,R,121098,False
California,Amador County,Donald Trump,R,13585,True
California,Amador County,Joe Biden,D,8153,False
California,San Luis Obispo County,Joe Biden,D,88310,True
California,San Luis Obispo County,Donald Trump,R,67436,False
California,San Mateo County,Joe Biden,D,291410,True
California,San Mateo County,Donald Trump,R,75563,False
California,Santa Barbara County,Joe Biden,D,129963,True
California,Santa Barbara County,Donald Trump,R,65736,False
California,Santa Clara County,Joe Biden,D,617967,True
California,Santa Clara County,Donald Trump,R,214612,False
California,Santa Cruz County,Joe Biden,D,114246,True
California,Santa Cruz County,Donald Trump,R,26937,False
California,Shasta County,Donald Trump,R,60789,True
California,Shasta County,Joe Biden,D,30000,False
California,Sierra County,Donald Trump,R,1142,True
California,Sierra County,Joe Biden,D,730,False
California,Siskiyou County,Donald Trump,R,13290,True
California,Siskiyou County,Joe Biden,D,9593,False
California,Solano County,Joe Biden,D,131639,True
California,Solano County,Donald Trump,R,69306,False
California,Sonoma County,Joe Biden,D,199938,True
California,Sonoma County,Donald Trump,R,61825,False
California,Butte County,Joe Biden,D,50426,True
California,Butte County,Donald Trump,R,48730,False
California,Stanislaus County,Joe Biden,D,105841,True
California,Stanislaus County,Donald Trump,R,104145,False
California,Sutter County,Donald Trump,R,24375,True
California,Sutter County,Joe Biden,D,17367,False
California,Tehama County,Donald Trump,R,19141,True
California,Tehama County,Joe Biden,D,8911,False
California,Trinity County,Donald Trump,R,3188,True
California,Trinity County,Joe Biden,D,2851,False
California,Tulare County,Donald Trump,R,77579,True
California,Tulare County,Joe Biden,D,66105,False
California,Tuolumne County,Donald Trump,R,17689,True
California,Tuolumne County,Joe Biden,D,11978,False
California,Ventura County,Joe Biden,D,251388,True
California,Ventura County,Donald Trump,R,162207,False
California,Yolo County,Joe Biden,D,67598,True
California,Yolo County,Donald Trump,R,27292,False
California,Yuba County,Donald Trump,R,17676,True
California,Yuba County,Joe Biden,D,11230,False
California,Calaveras County,Donald Trump,R,16518,True
California,Calaveras County,Joe Biden,D,10046,False
California,Colusa County,Donald Trump,R,4554,True
California,Colusa County,Joe Biden,D,3234,False
California,Contra Costa County,Joe Biden,D,416386,True
California,Contra Costa County,Donald Trump,R,152877,False
California,Del Norte County,Donald Trump,R,6461,True
California,Del Norte County,Joe Biden,D,4677,False
California,El Dorado County,Donald Trump,R,61838,True
California,El Dorado County,Joe Biden,D,51621,False
Colorado,Clear Creek County,Joe Biden,D,3604,True
Colorado,Clear Creek County,Donald Trump,R,2754,False
Colorado,Conejos County,Donald Trump,R,2286,True
Colorado,Conejos County,Joe Biden,D,1959,False
Colorado,Costilla County,Joe Biden,D,1311,True
Colorado,Costilla County,Donald Trump,R,741,False
Colorado,Crowley County,Donald Trump,R,1271,True
Colorado,Crowley County,Joe Biden,D,437,False
Colorado,Custer County,Donald Trump,R,2474,True
Colorado,Custer County,Joe Biden,D,1112,False
Colorado,Delta County,Donald Trump,R,13081,True
Colorado,Delta County,Joe Biden,D,5887,False
Colorado,Denver County,Joe Biden,D,313293,True
Colorado,Denver County,Donald Trump,R,71618,False
Colorado,Dolores County,Donald Trump,R,1089,True
Colorado,Dolores County,Joe Biden,D,341,False
Colorado,Douglas County,Donald Trump,R,121270,True
Colorado,Douglas County,Joe Biden,D,104653,False
Colorado,Eagle County,Joe Biden,D,18588,True
Colorado,Eagle County,Donald Trump,R,9892,False
Colorado,Adams County,Joe Biden,D,134202,True
Colorado,Adams County,Donald Trump,R,95657,False
Colorado,Elbert County,Donald Trump,R,14027,True
Colorado,Elbert County,Joe Biden,D,4490,False
Colorado,El Paso County,Donald Trump,R,202828,True
Colorado,El Paso County,Joe Biden,D,161941,False
Colorado,Fremont County,Donald Trump,R,17517,True
Colorado,Fremont County,Joe Biden,D,7369,False
Colorado,Garfield County,Joe Biden,D,15427,True
Colorado,Garfield County,Donald Trump,R,14717,False
Colorado,Gilpin County,Joe Biden,D,2223,True
Colorado,Gilpin County,Donald Trump,R,1833,False
Colorado,Grand County,Donald Trump,R,4883,True
Colorado,Grand County,Joe Biden,D,4710,False
Colorado,Gunnison County,Joe Biden,D,7132,True
Colorado,Gunnison County,Donald Trump,R,3735,False
Colorado,Hinsdale County,Donald Trump,R,353,True
Colorado,Hinsdale County,Joe Biden,D,255,False
Colorado,Huerfano County,Donald Trump,R,2203,True
Colorado,Huerfano County,Joe Biden,D,2076,False
Colorado,Jackson County,Donald Trump,R,681,True
Colorado,Jackson County,Joe Biden,D,175,False
Colorado,Alamosa County,Donald Trump,R,3813,True
Colorado,Alamosa County,Joe Biden,D,3759,False
Colorado,Jefferson County,Joe Biden,D,218396,True
Colorado,Jefferson County,Donald Trump,R,148417,False
Colorado,Kiowa County,Donald Trump,R,795,True
Colorado,Kiowa County,Joe Biden,D,98,False
Colorado,Kit Carson County,Donald Trump,R,3144,True
Colorado,Kit Carson County,Joe Biden,D,662,False
Colorado,Lake County,Joe Biden,D,2303,True
Colorado,Lake County,Donald Trump,R,1497,False
Colorado,La Plata County,Joe Biden,D,20548,True
Colorado,La Plata County,Donald Trump,R,14233,False
Colorado,Larimer County,Joe Biden,D,126120,True
Colorado,Larimer County,Donald Trump,R,91489,False
Colorado,Las Animas County,Donald Trump,R,4284,True
Colorado,Las Animas County,Joe Biden,D,3497,False
Colorado,Lincoln County,Donald Trump,R,2135,True
Colorado,Lincoln County,Joe Biden,D,470,False
Colorado,Logan County,Donald Trump,R,8087,True
Colorado,Logan County,Joe Biden,D,2218,False
Colorado,Mesa County,Donald Trump,R,56894,True
Colorado,Mesa County,Joe Biden,D,31536,False
Colorado,Arapahoe County,Joe Biden,D,213607,True
Colorado,Arapahoe County,Donald Trump,R,127323,False
Colorado,Mineral County,Donald Trump,R,427,True
Colorado,Mineral County,Joe Biden,D,317,False
Colorado,Moffat County,Donald Trump,R,5670,True
Colorado,Moffat County,Joe Biden,D,1203,False
Colorado,Montezuma County,Donald Trump,R,9306,True
Colorado,Montezuma County,Joe Biden,D,5836,False
Colorado,Montrose County,Donald Trump,R,16770,True
Colorado,Montrose County,Joe Biden,D,7687,False
Colorado,Morgan County,Donald Trump,R,9593,True
Colorado,Morgan County,Joe Biden,D,3876,False
Colorado,Otero County,Donald Trump,R,5756,True
Colorado,Otero County,Joe Biden,D,3605,False
Colorado,Ouray County,Joe Biden,D,2365,True
Colorado,Ouray County,Donald Trump,R,1577,False
Colorado,Park County,Donald Trump,R,6991,True
Colorado,Park County,Joe Biden,D,4903,False
Colorado,Phillips County,Donald Trump,R,1958,True
Colorado,Phillips County,Joe Biden,D,486,False
Colorado,Pitkin County,Joe Biden,D,8989,True
Colorado,Pitkin County,Donald Trump,R,2780,False
Colorado,Archuleta County,Donald Trump,R,5189,True
Colorado,Archuleta County,Joe Biden,D,3738,False
Colorado,Prowers County,Donald Trump,R,4008,True
Colorado,Prowers County,Joe Biden,D,1458,False
Colorado,Pueblo County,Joe Biden,D,43772,True
Colorado,Pueblo County,Donald Trump,R,42252,False
Colorado,Rio Blanco County,Donald Trump,R,3061,True
Colorado,Rio Blanco County,Joe Biden,D,561,False
Colorado,Rio Grande County,Donald Trump,R,3660,True
Colorado,Rio Grande County,Joe Biden,D,2495,False
Colorado,Routt County,Joe Biden,D,10582,True
Colorado,Routt County,Donald Trump,R,5925,False
Colorado,Saguache County,Joe Biden,D,1884,True
Colorado,Saguache County,Donald Trump,R,1413,False
Colorado,San Juan County,Joe Biden,D,342,True
Colorado,San Juan County,Donald Trump,R,202,False
Colorado,San Miguel County,Joe Biden,D,3924,True
Colorado,San Miguel County,Donald Trump,R,1136,False
Colorado,Sedgwick County,Donald Trump,R,1121,True
Colorado,Sedgwick County,Joe Biden,D,301,False
Colorado,Summit County,Joe Biden,D,12631,True
Colorado,Summit County,Donald Trump,R,5322,False
Colorado,Baca County,Donald Trump,R,1867,True
Colorado,Baca County,Joe Biden,D,317,False
Colorado,Teller County,Donald Trump,R,11241,True
Colorado,Teller County,Joe Biden,D,5278,False
Colorado,Washington County,Donald Trump,R,2595,True
Colorado,Washington County,Joe Biden,D,369,False
Colorado,Weld County,Donald Trump,R,96145,True
Colorado,Weld County,Joe Biden,D,66060,False
Colorado,Yuma County,Donald Trump,R,4107,True
Colorado,Yuma County,Joe Biden,D,785,False
Colorado,Broomfield County,Joe Biden,D,29077,True
Colorado,Broomfield County,Donald Trump,R,16295,False
Colorado,Bent County,Donald Trump,R,1503,True
Colorado,Bent County,Joe Biden,D,732,False
Colorado,Boulder County,Joe Biden,D,159089,True
Colorado,Boulder County,Donald Trump,R,42501,False
Colorado,Chaffee County,Joe Biden,D,7160,True
Colorado,Chaffee County,Donald Trump,R,6222,False
Colorado,Cheyenne County,Donald Trump,R,993,True
Colorado,Cheyenne County,Joe Biden,D,131,False
Connecticut,North Canaan,Joe Biden,D,862,True
Connecticut,North Canaan,Donald Trump,R,812,False
Connecticut,North Haven,Donald Trump,R,7879,True
Connecticut,North Haven,Joe Biden,D,7389,False
Connecticut,North Stonington,Donald Trump,R,1710,True
Connecticut,North Stonington,Joe Biden,D,1601,False
Connecticut,Norwalk,Joe Biden,D,29382,True
Connecticut,Norwalk,Donald Trump,R,13311,False
Connecticut,Norwich,Joe Biden,D,9306,True
Connecticut,Norwich,Donald Trump,R,5643,False
Connecticut,Old Lyme,Joe Biden,D,3226,True
Connecticut,Old Lyme,Donald Trump,R,2099,False
Connecticut,Old Saybrook,Joe Biden,D,4253,True
Connecticut,Old Saybrook,Donald Trump,R,2995,False
Connecticut,Orange,Joe Biden,D,4816,True
Connecticut,Orange,Donald Trump,R,4317,False
Connecticut,Oxford,Donald Trump,R,5118,True
Connecticut,Oxford,Joe Biden,D,3269,False
Connecticut,Plainfield,Donald Trump,R,4080,True
Connecticut,Plainfield,Joe Biden,D,2849,False
Connecticut,Bethlehem,Donald Trump,R,1393,True
Connecticut,Bethlehem,Joe Biden,D,937,False
Connecticut,Plainville,Donald Trump,R,4811,True
Connecticut,Plainville,Joe Biden,D,4670,False
Connecticut,Plymouth,Donald Trump,R,3984,True
Connecticut,Plymouth,Joe Biden,D,2477,False
Connecticut,Pomfret,Joe Biden,D,1357,True
Connecticut,Pomfret,Donald Trump,R,1113,False
Connecticut,Portland,Joe Biden,D,3155,True
Connecticut,Portland,Donald Trump,R,2641,False
Connecticut,Preston,Donald Trump,R,1529,True
Connecticut,Preston,Joe Biden,D,1270,False
Connecticut,Prospect,Donald Trump,R,3935,True
Connecticut,Prospect,Joe Biden,D,2110,False
Connecticut,Putnam,Donald Trump,R,2193,True
Connecticut,Putnam,Joe Biden,D,2063,False
Connecticut,Redding,Joe Biden,D,3829,True
Connecticut,Redding,Donald Trump,R,2052,False
Connecticut,Ridgefield,Joe Biden,D,10278,True
Connecticut,Ridgefield,Donald Trump,R,5689,False
Connecticut,Rocky Hill,Joe Biden,D,6115,True
Connecticut,Rocky Hill,Donald Trump,R,4670,False
Connecticut,Bloomfield,Joe Biden,D,11007,True
Connecticut,Bloomfield,Donald Trump,R,1698,False
Connecticut,Roxbury,Joe Biden,D,937,True
Connecticut,Roxbury,Donald Trump,R,660,False
Connecticut,Salem,Donald Trump,R,1291,True
Connecticut,Salem,Joe Biden,D,1285,False
Connecticut,Salisbury,Joe Biden,D,2023,True
Connecticut,Salisbury,Donald Trump,R,502,False
Connecticut,Scotland,Donald Trump,R,537,True
Connecticut,Scotland,Joe Biden,D,406,False
Connecticut,Seymour,Donald Trump,R,5242,True
Connecticut,Seymour,Joe Biden,D,4011,False
Connecticut,Sharon,Joe Biden,D,1019,True
Connecticut,Sharon,Donald Trump,R,510,False
Connecticut,Shelton,Donald Trump,R,12747,True
Connecticut,Shelton,Joe Biden,D,10837,False
Connecticut,Sherman,Joe Biden,D,1234,True
Connecticut,Sherman,Donald Trump,R,1076,False
Connecticut,Simsbury,Joe Biden,D,10296,True
Connecticut,Simsbury,Donald Trump,R,5575,False
Connecticut,Somers,Donald Trump,R,3204,True
Connecticut,Somers,Joe Biden,D,2445,False
Connecticut,Bolton,Joe Biden,D,1727,True
Connecticut,Bolton,Donald Trump,R,1482,False
Connecticut,Southbury,Joe Biden,D,6570,True
Connecticut,Southbury,Donald Trump,R,6260,False
Connecticut,Southington,Donald Trump,R,13473,True
Connecticut,Southington,Joe Biden,D,12855,False
Connecticut,South Windsor,Joe Biden,D,9596,True
Connecticut,South Windsor,Donald Trump,R,5630,False
Connecticut,Sprague,Donald Trump,R,882,True
Connecticut,Sprague,Joe Biden,D,641,False
Connecticut,Stafford,Donald Trump,R,3461,True
Connecticut,Stafford,Joe Biden,D,2809,False
Connecticut,Stamford,Joe Biden,D,40437,True
Connecticut,Stamford,Donald Trump,R,18242,False
Connecticut,Sterling,Donald Trump,R,1229,True
Connecticut,Sterling,Joe Biden,D,639,False
Connecticut,Stonington,Joe Biden,D,7453,True
Connecticut,Stonington,Donald Trump,R,4240,False
Connecticut,Stratford,Joe Biden,D,17363,True
Connecticut,Stratford,Donald Trump,R,10516,False
Connecticut,Suffield,Joe Biden,D,4363,True
Connecticut,Suffield,Donald Trump,R,4155,False
Connecticut,Bozrah,Donald Trump,R,817,True
Connecticut,Bozrah,Joe Biden,D,703,False
Connecticut,Thomaston,Donald Trump,R,2768,True
Connecticut,Thomaston,Joe Biden,D,1528,False
Connecticut,Thompson,Donald Trump,R,3005,True
Connecticut,Thompson,Joe Biden,D,2050,False
Connecticut,Tolland,Joe Biden,D,5103,True
Connecticut,Tolland,Donald Trump,R,3975,False
Connecticut,Torrington,Donald Trump,R,9220,True
Connecticut,Torrington,Joe Biden,D,7283,False
Connecticut,Trumbull,Joe Biden,D,11919,True
Connecticut,Trumbull,Donald Trump,R,9769,False
Connecticut,Union,Donald Trump,R,307,True
Connecticut,Union,Joe Biden,D,249,False
Connecticut,Vernon,Joe Biden,D,9259,True
Connecticut,Vernon,Donald Trump,R,5848,False
Connecticut,Voluntown,Donald Trump,R,918,True
Connecticut,Voluntown,Joe Biden,D,566,False
Connecticut,Wallingford,Joe Biden,D,13560,True
Connecticut,Wallingford,Donald Trump,R,11831,False
Connecticut,Warren,Donald Trump,R,470,True
Connecticut,Warren,Joe Biden,D,465,False
Connecticut,Branford,Joe Biden,D,10562,True
Connecticut,Branford,Donald Trump,R,7098,False
Connecticut,Washington,Joe Biden,D,1461,True
Connecticut,Washington,Donald Trump,R,770,False
Connecticut,Waterbury,Joe Biden,D,21573,True
Connecticut,Waterbury,Donald Trump,R,14157,False
Connecticut,Waterford,Joe Biden,D,6917,True
Connecticut,Waterford,Donald Trump,R,5124,False
Connecticut,Watertown,Donald Trump,R,7976,True
Connecticut,Watertown,Joe Biden,D,4612,False
Connecticut,Westbrook,Joe Biden,D,2288,True
Connecticut,Westbrook,Donald Trump,R,1958,False
Connecticut,West Hartford,Joe Biden,D,27298,True
Connecticut,West Hartford,Donald Trump,R,8451,False
Connecticut,West Haven,Joe Biden,D,14245,True
Connecticut,West Haven,Donald Trump,R,8126,False
Connecticut,Weston,Joe Biden,D,4733,True
Connecticut,Weston,Donald Trump,R,1680,False
Connecticut,Westport,Joe Biden,D,13048,True
Connecticut,Westport,Donald Trump,R,4222,False
Connecticut,Wethersfield,Joe Biden,D,9612,True
Connecticut,Wethersfield,Donald Trump,R,6413,False
Connecticut,Bridgeport,Joe Biden,D,33515,True
Connecticut,Bridgeport,Donald Trump,R,8269,False
Connecticut,Willington,Joe Biden,D,1674,True
Connecticut,Willington,Donald Trump,R,1445,False
Connecticut,Wilton,Joe Biden,D,7676,True
Connecticut,Wilton,Donald Trump,R,3819,False
Connecticut,Winchester,Donald Trump,R,2799,True
Connecticut,Winchester,Joe Biden,D,2304,False
Connecticut,Windham,Joe Biden,D,5365,True
